place,product,date,competitors_mean_price
Анор Лондо,Целебные травы,2217-06-22,6.76
Анор Лондо,Целебные травы,2217-06-23,7.52
Анор Лондо,Целебные травы,2217-06-24,5.94
Анор Лондо,Целебные травы,2217-06-25,7.36
Анор Лондо,Целебные травы,2217-06-26,6.5
Анор Лондо,Целебные травы,2217-06-27,6.05
Анор Лондо,Целебные травы,2217-06-28,6.65
Анор Лондо,Целебные травы,2217-06-29,7.29
Анор Лондо,Целебные травы,2217-06-30,6.88
Анор Лондо,Целебные травы,2217-07-01,5.83
Анор Лондо,Целебные травы,2217-07-02,6.6
Анор Лондо,Целебные травы,2217-07-03,6.2
Анор Лондо,Целебные травы,2217-07-04,6.88
Анор Лондо,Целебные травы,2217-07-05,7.29
Анор Лондо,Целебные травы,2217-07-06,6.6
Анор Лондо,Целебные травы,2217-07-07,6.2
Анор Лондо,Целебные травы,2217-07-08,7.0
Анор Лондо,Целебные травы,2217-07-09,6.42
Анор Лондо,Целебные травы,2217-07-10,7.47
Анор Лондо,Целебные травы,2217-07-11,7.58
Анор Лондо,Целебные травы,2217-07-12,7.4
Анор Лондо,Целебные травы,2217-07-13,6.28
Анор Лондо,Целебные травы,2217-07-14,6.59
Анор Лондо,Целебные травы,2217-07-15,5.81
Анор Лондо,Целебные травы,2217-07-16,6.55
Анор Лондо,Целебные травы,2217-07-17,4.88
Анор Лондо,Целебные травы,2217-07-18,5.51
Анор Лондо,Целебные травы,2217-07-19,6.42
Анор Лондо,Целебные травы,2217-07-20,6.55
Анор Лондо,Целебные травы,2217-07-21,6.59
Анор Лондо,Целебные травы,2217-07-22,6.59
Анор Лондо,Целебные травы,2217-07-23,6.59
Анор Лондо,Целебные травы,2217-07-24,6.51
Анор Лондо,Целебные травы,2217-07-25,5.68
Анор Лондо,Целебные травы,2217-07-26,5.68
Анор Лондо,Целебные травы,2217-07-27,5.96
Анор Лондо,Целебные травы,2217-07-28,6.83
Анор Лондо,Целебные травы,2217-07-29,6.14
Анор Лондо,Целебные травы,2217-07-30,6.51
Анор Лондо,Целебные травы,2217-07-31,6.81
Анор Лондо,Целебные травы,2217-08-01,6.14
Анор Лондо,Целебные травы,2217-08-02,7.6
Анор Лондо,Целебные травы,2217-08-03,7.24
Анор Лондо,Целебные травы,2217-08-04,5.96
Анор Лондо,Целебные травы,2217-08-05,6.32
Анор Лондо,Целебные травы,2217-08-06,6.93
Анор Лондо,Целебные травы,2217-08-07,7.24
Анор Лондо,Целебные травы,2217-08-08,7.06
Анор Лондо,Целебные травы,2217-08-09,6.07
Анор Лондо,Целебные травы,2217-08-10,5.85
Анор Лондо,Целебные травы,2217-08-11,6.78
Анор Лондо,Целебные травы,2217-08-12,7.33
Анор Лондо,Целебные травы,2217-08-13,5.85
Анор Лондо,Целебные травы,2217-08-14,6.38
Анор Лондо,Целебные травы,2217-08-15,7.18
Анор Лондо,Целебные травы,2217-08-16,7.58
Анор Лондо,Целебные травы,2217-08-17,6.92
Анор Лондо,Целебные травы,2217-08-18,6.02
Анор Лондо,Целебные травы,2217-08-19,6.92
Анор Лондо,Целебные травы,2217-08-20,5.85
Анор Лондо,Целебные травы,2217-08-21,6.92
Анор Лондо,Целебные травы,2217-08-22,5.99
Анор Лондо,Целебные травы,2217-08-23,9.45
Анор Лондо,Целебные травы,2217-08-24,5.85
Анор Лондо,Целебные травы,2217-08-25,6.1
Анор Лондо,Целебные травы,2217-08-26,7.7
Анор Лондо,Целебные травы,2217-08-27,6.28
Анор Лондо,Целебные травы,2217-08-28,6.28
Анор Лондо,Целебные травы,2217-08-29,7.16
Анор Лондо,Целебные травы,2217-08-30,7.34
Анор Лондо,Целебные травы,2217-08-31,7.34
Анор Лондо,Целебные травы,2217-09-01,6.1
Анор Лондо,Целебные травы,2217-09-02,7.16
Анор Лондо,Целебные травы,2217-09-03,6.2
Анор Лондо,Целебные травы,2217-09-04,6.2
Анор Лондо,Целебные травы,2217-09-05,7.96
Анор Лондо,Целебные травы,2217-09-06,7.29
Анор Лондо,Целебные травы,2217-09-07,6.02
Анор Лондо,Целебные травы,2217-09-08,7.38
Анор Лондо,Целебные травы,2217-09-09,7.14
Анор Лондо,Целебные травы,2217-09-10,7.14
Анор Лондо,Целебные травы,2217-09-11,7.7
Анор Лондо,Целебные травы,2217-09-12,6.53
Анор Лондо,Целебные травы,2217-09-13,6.1
Анор Лондо,Целебные травы,2217-09-14,6.1
Анор Лондо,Целебные травы,2217-09-15,5.83
Анор Лондо,Целебные травы,2217-09-16,9.57
Анор Лондо,Целебные травы,2217-09-17,7.7
Анор Лондо,Целебные травы,2217-09-18,9.57
Анор Лондо,Целебные травы,2217-09-19,8.27
Анор Лондо,Целебные травы,2217-09-20,9.57
Анор Лондо,Целебные травы,2217-09-21,6.4
Анор Лондо,Целебные травы,2217-09-22,7.07
Анор Лондо,Целебные травы,2217-09-23,9.57
Анор Лондо,Целебные травы,2217-09-24,5.83
Анор Лондо,Целебные травы,2217-09-25,7.56
Анор Лондо,Целебные травы,2217-09-26,7.56
Анор Лондо,Целебные травы,2217-09-27,7.85
Анор Лондо,Целебные травы,2217-09-28,7.21
Анор Лондо,Целебные травы,2217-09-29,9.98
Анор Лондо,Целебные травы,2217-09-30,6.37
Анор Лондо,Целебные травы,2217-10-01,5.82
Анор Лондо,Целебные травы,2217-10-02,5.93
Анор Лондо,Целебные травы,2217-10-03,7.85
Анор Лондо,Целебные травы,2217-10-04,7.85
Анор Лондо,Целебные травы,2217-10-05,6.27
Анор Лондо,Целебные травы,2217-10-06,6.54
Анор Лондо,Целебные травы,2217-10-07,7.19
Анор Лондо,Целебные травы,2217-10-08,5.61
Анор Лондо,Целебные травы,2217-10-09,10.12
Анор Лондо,Целебные травы,2217-10-10,7.19
Анор Лондо,Целебные травы,2217-10-11,5.61
Анор Лондо,Целебные травы,2217-10-12,5.55
Анор Лондо,Целебные травы,2217-10-13,5.61
Анор Лондо,Целебные травы,2217-10-14,7.09
Анор Лондо,Целебные травы,2217-10-15,7.19
Анор Лондо,Целебные травы,2217-10-16,7.19
Анор Лондо,Целебные травы,2217-10-17,7.19
Анор Лондо,Целебные травы,2217-10-18,5.58
Анор Лондо,Целебные травы,2217-10-19,6.82
Анор Лондо,Целебные травы,2217-10-20,6.4
Анор Лондо,Целебные травы,2217-10-21,6.79
Анор Лондо,Целебные травы,2217-10-22,5.65
Анор Лондо,Целебные травы,2217-10-23,7.14
Анор Лондо,Целебные травы,2217-10-24,7.36
Анор Лондо,Целебные травы,2217-10-25,7.36
Анор Лондо,Целебные травы,2217-10-26,5.75
Анор Лондо,Целебные травы,2217-10-27,9.07
Анор Лондо,Целебные травы,2217-10-28,7.97
Анор Лондо,Целебные травы,2217-10-29,6.91
Анор Лондо,Целебные травы,2217-10-30,8.93
Анор Лондо,Целебные травы,2217-10-31,5.57
Анор Лондо,Целебные травы,2217-11-01,9.83
Анор Лондо,Целебные травы,2217-11-02,7.9
Анор Лондо,Целебные травы,2217-11-03,7.97
Анор Лондо,Целебные травы,2217-11-04,7.9
Анор Лондо,Целебные травы,2217-11-05,7.37
Анор Лондо,Целебные травы,2217-11-06,7.97
Анор Лондо,Целебные травы,2217-11-07,5.8
Анор Лондо,Целебные травы,2217-11-08,5.68
Анор Лондо,Целебные травы,2217-11-09,7.82
Анор Лондо,Целебные травы,2217-11-10,7.9
Анор Лондо,Целебные травы,2217-11-11,7.7
Анор Лондо,Целебные травы,2217-11-12,8.29
Анор Лондо,Целебные травы,2217-11-13,9.06
Анор Лондо,Целебные травы,2217-11-14,5.8
Анор Лондо,Целебные травы,2217-11-15,6.73
Анор Лондо,Целебные травы,2217-11-16,7.14
Анор Лондо,Целебные травы,2217-11-17,8.29
Анор Лондо,Целебные травы,2217-11-18,9.52
Анор Лондо,Целебные травы,2217-11-19,8.91
Анор Лондо,Целебные травы,2217-11-20,6.33
Анор Лондо,Целебные травы,2217-11-21,7.21
Анор Лондо,Целебные травы,2217-11-22,6.06
Анор Лондо,Целебные травы,2217-11-23,5.78
Анор Лондо,Целебные травы,2217-11-24,6.06
