place,hot,rain,snow,date
Нокрон,0,0,0,2216-05-20
Кеджистан,0,0,0,2216-05-20
Фалькония,0,0,0,2216-05-21
Анор Лондо,0,0,0,2216-05-21
Врата Балдура,0,0,0,2216-05-21
Нокрон,1,0,0,2216-05-21
Кеджистан,0,0,1,2216-05-21
Фалькония,1,0,0,2216-05-22
Анор Лондо,1,0,0,2216-05-22
Врата Балдура,0,0,0,2216-05-22
Нокрон,0,0,0,2216-05-22
Кеджистан,0,0,0,2216-05-22
Фалькония,0,1,0,2216-05-23
Анор Лондо,0,1,0,2216-05-23
Врата Балдура,0,0,0,2216-05-23
Нокрон,0,0,0,2216-05-23
Кеджистан,0,0,0,2216-05-23
Фалькония,1,0,0,2216-05-24
Анор Лондо,0,0,0,2216-05-24
Врата Балдура,0,0,1,2216-05-24
Нокрон,0,0,1,2216-05-24
Кеджистан,1,0,0,2216-05-24
Фалькония,0,0,0,2216-05-25
Анор Лондо,0,0,1,2216-05-25
Врата Балдура,0,1,0,2216-05-25
Нокрон,1,0,0,2216-05-25
Кеджистан,0,0,0,2216-05-25
Фалькония,1,0,0,2216-05-26
Анор Лондо,1,0,0,2216-05-26
Врата Балдура,0,0,0,2216-05-26
Нокрон,0,1,0,2216-05-26
Кеджистан,0,0,1,2216-05-26
Фалькония,1,0,0,2216-05-27
Анор Лондо,0,0,1,2216-05-27
Врата Балдура,0,0,0,2216-05-27
Нокрон,0,0,0,2216-05-27
Кеджистан,1,0,0,2216-05-27
Фалькония,0,0,0,2216-05-28
Анор Лондо,0,1,0,2216-05-28
Врата Балдура,0,1,0,2216-05-28
Нокрон,1,0,0,2216-05-28
Кеджистан,0,1,0,2216-05-28
Фалькония,0,1,0,2216-05-29
Анор Лондо,0,0,0,2216-05-29
Врата Балдура,0,0,0,2216-05-29
Нокрон,0,1,0,2216-05-29
Кеджистан,0,1,0,2216-05-29
Фалькония,0,0,0,2216-05-30
Анор Лондо,0,0,1,2216-05-30
Врата Балдура,0,1,0,2216-05-30
Нокрон,0,0,0,2216-05-30
Кеджистан,1,0,0,2216-05-30
Фалькония,0,0,1,2216-05-31
Анор Лондо,1,0,0,2216-05-31
Врата Балдура,0,0,0,2216-05-31
Нокрон,0,0,1,2216-05-31
Кеджистан,0,0,0,2216-05-31
Фалькония,1,0,0,2216-06-01
Анор Лондо,0,0,0,2216-06-01
Врата Балдура,0,0,0,2216-06-01
Нокрон,0,0,0,2216-06-01
Кеджистан,0,1,0,2216-06-01
Фалькония,0,0,0,2216-06-02
Анор Лондо,0,0,0,2216-06-02
Врата Балдура,0,0,1,2216-06-02
Нокрон,0,0,0,2216-06-02
Кеджистан,0,0,1,2216-06-02
Фалькония,1,0,0,2216-06-03
Анор Лондо,0,0,0,2216-06-03
Врата Балдура,0,0,0,2216-06-03
Нокрон,0,1,0,2216-06-03
Кеджистан,0,0,0,2216-06-03
Фалькония,0,0,0,2216-06-04
Анор Лондо,0,0,0,2216-06-04
Врата Балдура,0,0,0,2216-06-04
Нокрон,0,0,0,2216-06-04
Кеджистан,0,0,0,2216-06-04
Фалькония,0,0,0,2216-06-05
Анор Лондо,0,0,0,2216-06-05
Врата Балдура,0,0,0,2216-06-05
Нокрон,0,0,0,2216-06-05
Кеджистан,0,0,1,2216-06-05
Фалькония,0,0,0,2216-06-06
Анор Лондо,0,0,1,2216-06-06
Врата Балдура,0,0,0,2216-06-06
Нокрон,0,0,0,2216-06-06
Кеджистан,1,0,0,2216-06-06
Фалькония,0,0,0,2216-06-07
Анор Лондо,0,0,0,2216-06-07
Врата Балдура,1,0,0,2216-06-07
Нокрон,0,0,1,2216-06-07
Кеджистан,1,0,0,2216-06-07
Фалькония,1,0,0,2216-06-08
Анор Лондо,0,0,1,2216-06-08
Врата Балдура,0,0,0,2216-06-08
Нокрон,0,1,0,2216-06-08
Кеджистан,1,0,0,2216-06-08
Фалькония,1,0,0,2216-06-09
Анор Лондо,0,1,0,2216-06-09
Врата Балдура,0,0,1,2216-06-09
Нокрон,1,0,0,2216-06-09
Кеджистан,0,1,0,2216-06-09
Фалькония,0,0,0,2216-06-10
Анор Лондо,0,0,0,2216-06-10
Врата Балдура,0,0,0,2216-06-10
Нокрон,0,0,0,2216-06-10
Кеджистан,0,1,0,2216-06-10
Фалькония,0,0,1,2216-06-11
Анор Лондо,0,0,0,2216-06-11
Врата Балдура,0,0,0,2216-06-11
Нокрон,0,1,0,2216-06-11
Кеджистан,0,1,0,2216-06-11
Фалькония,0,0,0,2216-06-12
Анор Лондо,0,0,0,2216-06-12
Врата Балдура,0,0,0,2216-06-12
Нокрон,1,0,0,2216-06-12
Кеджистан,0,0,0,2216-06-12
Фалькония,0,0,1,2216-06-13
Анор Лондо,0,0,0,2216-06-13
Врата Балдура,0,0,1,2216-06-13
Нокрон,0,1,0,2216-06-13
Кеджистан,0,0,1,2216-06-13
Фалькония,0,0,0,2216-06-14
Анор Лондо,0,0,0,2216-06-14
Врата Балдура,1,0,0,2216-06-14
Нокрон,0,0,1,2216-06-14
Кеджистан,0,0,1,2216-06-14
Фалькония,0,1,0,2216-06-15
Анор Лондо,0,0,0,2216-06-15
Врата Балдура,0,0,0,2216-06-15
Нокрон,0,0,0,2216-06-15
Кеджистан,0,1,0,2216-06-15
Фалькония,0,0,0,2216-06-16
Анор Лондо,0,0,0,2216-06-16
Врата Балдура,0,0,0,2216-06-16
Нокрон,1,0,0,2216-06-16
Кеджистан,0,0,0,2216-06-16
Фалькония,0,1,0,2216-06-17
Анор Лондо,0,0,1,2216-06-17
Врата Балдура,0,0,1,2216-06-17
Нокрон,0,0,0,2216-06-17
Кеджистан,1,0,0,2216-06-17
Фалькония,0,0,0,2216-06-18
Анор Лондо,0,0,0,2216-06-18
Врата Балдура,0,0,0,2216-06-18
Нокрон,0,0,1,2216-06-18
Кеджистан,0,0,0,2216-06-18
Фалькония,0,0,0,2216-06-19
Анор Лондо,1,0,0,2216-06-19
Врата Балдура,0,0,0,2216-06-19
Нокрон,1,0,0,2216-06-19
Кеджистан,1,0,0,2216-06-19
Фалькония,0,0,0,2216-06-20
Анор Лондо,0,0,1,2216-06-20
Врата Балдура,0,0,0,2216-06-20
Нокрон,0,0,1,2216-06-20
Кеджистан,1,0,0,2216-06-20
Фалькония,0,0,0,2216-06-21
Анор Лондо,0,0,0,2216-06-21
Врата Балдура,0,0,0,2216-06-21
Нокрон,0,0,0,2216-06-21
Кеджистан,0,0,0,2216-06-21
Фалькония,0,0,0,2216-06-22
Анор Лондо,0,0,1,2216-06-22
Врата Балдура,0,0,0,2216-06-22
Нокрон,0,0,0,2216-06-22
Кеджистан,0,0,1,2216-06-22
Фалькония,0,0,0,2216-06-23
Анор Лондо,0,0,0,2216-06-23
Врата Балдура,0,0,0,2216-06-23
Нокрон,0,0,0,2216-06-23
Кеджистан,0,0,0,2216-06-23
Фалькония,0,0,1,2216-06-24
Анор Лондо,0,0,0,2216-06-24
Врата Балдура,0,1,0,2216-06-24
Нокрон,0,0,1,2216-06-24
Кеджистан,0,0,0,2216-06-24
Фалькония,0,0,0,2216-06-25
Анор Лондо,0,0,0,2216-06-25
Врата Балдура,0,0,0,2216-06-25
Нокрон,0,1,0,2216-06-25
Кеджистан,1,0,0,2216-06-25
Фалькония,1,0,0,2216-06-26
Анор Лондо,0,0,1,2216-06-26
Врата Балдура,0,0,1,2216-06-26
Нокрон,0,0,0,2216-06-26
Кеджистан,0,1,0,2216-06-26
Фалькония,0,1,0,2216-06-27
Анор Лондо,0,0,0,2216-06-27
Врата Балдура,0,0,0,2216-06-27
Нокрон,0,0,0,2216-06-27
Кеджистан,0,1,0,2216-06-27
Фалькония,0,0,0,2216-06-28
Анор Лондо,1,0,0,2216-06-28
Врата Балдура,0,0,0,2216-06-28
Нокрон,0,0,0,2216-06-28
Кеджистан,0,0,1,2216-06-28
Фалькония,1,0,0,2216-06-29
Анор Лондо,0,1,0,2216-06-29
Врата Балдура,0,0,0,2216-06-29
Нокрон,0,0,1,2216-06-29
Кеджистан,0,1,0,2216-06-29
Фалькония,1,0,0,2216-06-30
Анор Лондо,1,0,0,2216-06-30
Врата Балдура,0,0,0,2216-06-30
Нокрон,1,0,0,2216-06-30
Кеджистан,1,0,0,2216-06-30
Фалькония,0,0,0,2216-07-01
Анор Лондо,1,0,0,2216-07-01
Врата Балдура,0,0,1,2216-07-01
Нокрон,0,0,0,2216-07-01
Кеджистан,0,0,1,2216-07-01
Фалькония,0,0,1,2216-07-02
Анор Лондо,0,0,1,2216-07-02
Врата Балдура,1,0,0,2216-07-02
Нокрон,0,1,0,2216-07-02
Кеджистан,0,0,1,2216-07-02
Фалькония,0,0,0,2216-07-03
Анор Лондо,0,0,0,2216-07-03
Врата Балдура,1,0,0,2216-07-03
Нокрон,0,0,1,2216-07-03
Кеджистан,0,0,1,2216-07-03
Фалькония,1,0,0,2216-07-04
Анор Лондо,1,0,0,2216-07-04
Врата Балдура,0,0,0,2216-07-04
Нокрон,0,0,0,2216-07-04
Кеджистан,0,0,0,2216-07-04
Фалькония,0,0,0,2216-07-05
Анор Лондо,1,0,0,2216-07-05
Врата Балдура,1,0,0,2216-07-05
Нокрон,0,0,0,2216-07-05
Кеджистан,1,0,0,2216-07-05
Фалькония,0,0,0,2216-07-06
Анор Лондо,0,0,1,2216-07-06
Врата Балдура,0,0,1,2216-07-06
Нокрон,1,0,0,2216-07-06
Кеджистан,1,0,0,2216-07-06
Фалькония,0,0,0,2216-07-07
Анор Лондо,0,1,0,2216-07-07
Врата Балдура,0,0,0,2216-07-07
Нокрон,0,0,0,2216-07-07
Кеджистан,0,1,0,2216-07-07
Фалькония,0,0,1,2216-07-08
Анор Лондо,0,0,0,2216-07-08
Врата Балдура,0,0,1,2216-07-08
Нокрон,1,0,0,2216-07-08
Кеджистан,0,0,0,2216-07-08
Фалькония,1,0,0,2216-07-09
Анор Лондо,0,1,0,2216-07-09
Врата Балдура,0,0,1,2216-07-09
Нокрон,0,0,1,2216-07-09
Кеджистан,0,0,0,2216-07-09
Фалькония,0,0,0,2216-07-10
Анор Лондо,0,0,1,2216-07-10
Врата Балдура,1,0,0,2216-07-10
Нокрон,0,0,1,2216-07-10
Кеджистан,0,1,0,2216-07-10
Фалькония,0,0,0,2216-07-11
Анор Лондо,0,0,0,2216-07-11
Врата Балдура,0,1,0,2216-07-11
Нокрон,0,0,0,2216-07-11
Кеджистан,1,0,0,2216-07-11
Фалькония,0,0,0,2216-07-12
Анор Лондо,0,0,1,2216-07-12
Врата Балдура,0,0,0,2216-07-12
Нокрон,0,0,1,2216-07-12
Кеджистан,0,0,0,2216-07-12
Фалькония,0,0,1,2216-07-13
Анор Лондо,0,0,0,2216-07-13
Врата Балдура,0,1,0,2216-07-13
Нокрон,1,0,0,2216-07-13
Кеджистан,1,0,0,2216-07-13
Фалькония,1,0,0,2216-07-14
Анор Лондо,0,0,1,2216-07-14
Врата Балдура,0,0,0,2216-07-14
Нокрон,0,0,0,2216-07-14
Кеджистан,0,1,0,2216-07-14
Фалькония,0,0,0,2216-07-15
Анор Лондо,0,0,0,2216-07-15
Врата Балдура,0,0,0,2216-07-15
Нокрон,0,0,0,2216-07-15
Кеджистан,1,0,0,2216-07-15
Фалькония,0,0,0,2216-07-16
Анор Лондо,0,0,1,2216-07-16
Врата Балдура,0,1,0,2216-07-16
Нокрон,0,0,0,2216-07-16
Кеджистан,0,0,0,2216-07-16
Фалькония,0,1,0,2216-07-17
Анор Лондо,0,0,0,2216-07-17
Врата Балдура,0,0,1,2216-07-17
Нокрон,0,0,1,2216-07-17
Кеджистан,0,0,0,2216-07-17
Фалькония,0,1,0,2216-07-18
Анор Лондо,1,0,0,2216-07-18
Врата Балдура,1,0,0,2216-07-18
Нокрон,1,0,0,2216-07-18
Кеджистан,0,1,0,2216-07-18
Фалькония,1,0,0,2216-07-19
Анор Лондо,1,0,0,2216-07-19
Врата Балдура,1,0,0,2216-07-19
Нокрон,0,0,0,2216-07-19
Кеджистан,0,0,0,2216-07-19
Фалькония,0,1,0,2216-07-20
Анор Лондо,0,1,0,2216-07-20
Врата Балдура,0,0,0,2216-07-20
Нокрон,0,0,1,2216-07-20
Кеджистан,0,0,1,2216-07-20
Фалькония,0,0,0,2216-07-21
Анор Лондо,0,1,0,2216-07-21
Врата Балдура,0,1,0,2216-07-21
Нокрон,0,0,0,2216-07-21
Кеджистан,0,0,0,2216-07-21
Фалькония,0,1,0,2216-07-22
Анор Лондо,1,0,0,2216-07-22
Врата Балдура,0,0,0,2216-07-22
Нокрон,0,0,0,2216-07-22
Кеджистан,0,0,0,2216-07-22
Фалькония,0,1,0,2216-07-23
Анор Лондо,0,0,0,2216-07-23
Врата Балдура,0,0,0,2216-07-23
Нокрон,1,0,0,2216-07-23
Кеджистан,0,0,0,2216-07-23
Фалькония,1,0,0,2216-07-24
Анор Лондо,0,0,1,2216-07-24
Врата Балдура,0,0,0,2216-07-24
Нокрон,0,0,0,2216-07-24
Кеджистан,0,0,0,2216-07-24
Фалькония,0,0,0,2216-07-25
Анор Лондо,0,0,1,2216-07-25
Врата Балдура,0,0,0,2216-07-25
Нокрон,1,0,0,2216-07-25
Кеджистан,1,0,0,2216-07-25
Фалькония,1,0,0,2216-07-26
Анор Лондо,0,0,0,2216-07-26
Врата Балдура,0,0,1,2216-07-26
Нокрон,0,0,0,2216-07-26
Кеджистан,0,0,1,2216-07-26
Фалькония,0,0,0,2216-07-27
Анор Лондо,0,0,0,2216-07-27
Врата Балдура,0,1,0,2216-07-27
Нокрон,1,0,0,2216-07-27
Кеджистан,0,0,0,2216-07-27
Фалькония,0,0,1,2216-07-28
Анор Лондо,0,0,0,2216-07-28
Врата Балдура,1,0,0,2216-07-28
Нокрон,0,1,0,2216-07-28
Кеджистан,1,0,0,2216-07-28
Фалькония,0,0,0,2216-07-29
Анор Лондо,1,0,0,2216-07-29
Врата Балдура,0,0,0,2216-07-29
Нокрон,1,0,0,2216-07-29
Кеджистан,0,0,1,2216-07-29
Фалькония,0,0,0,2216-07-30
Анор Лондо,0,0,1,2216-07-30
Врата Балдура,1,0,0,2216-07-30
Нокрон,0,0,0,2216-07-30
Кеджистан,1,0,0,2216-07-30
Фалькония,1,0,0,2216-07-31
Анор Лондо,0,0,1,2216-07-31
Врата Балдура,0,0,0,2216-07-31
Нокрон,0,0,0,2216-07-31
Кеджистан,1,0,0,2216-07-31
Фалькония,0,0,0,2216-08-01
Анор Лондо,0,1,0,2216-08-01
Врата Балдура,0,0,0,2216-08-01
Нокрон,0,0,0,2216-08-01
Кеджистан,1,0,0,2216-08-01
Фалькония,0,0,0,2216-08-02
Анор Лондо,0,1,0,2216-08-02
Врата Балдура,0,1,0,2216-08-02
Нокрон,0,0,0,2216-08-02
Кеджистан,1,0,0,2216-08-02
Фалькония,0,1,0,2216-08-03
Анор Лондо,0,1,0,2216-08-03
Врата Балдура,0,1,0,2216-08-03
Нокрон,0,1,0,2216-08-03
Кеджистан,0,0,1,2216-08-03
Фалькония,1,0,0,2216-08-04
Анор Лондо,0,0,0,2216-08-04
Врата Балдура,0,0,1,2216-08-04
Нокрон,0,0,0,2216-08-04
Кеджистан,0,0,0,2216-08-04
Фалькония,0,0,0,2216-08-05
Анор Лондо,1,0,0,2216-08-05
Врата Балдура,0,1,0,2216-08-05
Нокрон,0,0,0,2216-08-05
Кеджистан,0,0,0,2216-08-05
Фалькония,1,0,0,2216-08-06
Анор Лондо,0,0,0,2216-08-06
Врата Балдура,1,0,0,2216-08-06
Нокрон,1,0,0,2216-08-06
Кеджистан,0,0,0,2216-08-06
Фалькония,1,0,0,2216-08-07
Анор Лондо,0,0,0,2216-08-07
Врата Балдура,0,0,0,2216-08-07
Нокрон,0,0,0,2216-08-07
Кеджистан,0,0,1,2216-08-07
Фалькония,0,0,1,2216-08-08
Анор Лондо,0,1,0,2216-08-08
Врата Балдура,0,0,1,2216-08-08
Нокрон,0,0,0,2216-08-08
Кеджистан,0,0,0,2216-08-08
Фалькония,0,0,1,2216-08-09
Анор Лондо,0,0,0,2216-08-09
Врата Балдура,0,1,0,2216-08-09
Нокрон,0,0,0,2216-08-09
Кеджистан,0,1,0,2216-08-09
Фалькония,0,0,0,2216-08-10
Анор Лондо,0,1,0,2216-08-10
Врата Балдура,0,0,0,2216-08-10
Нокрон,1,0,0,2216-08-10
Кеджистан,0,0,0,2216-08-10
Фалькония,0,0,0,2216-08-11
Анор Лондо,0,0,0,2216-08-11
Врата Балдура,0,0,0,2216-08-11
Нокрон,1,0,0,2216-08-11
Кеджистан,0,0,0,2216-08-11
Фалькония,0,0,0,2216-08-12
Анор Лондо,0,0,1,2216-08-12
Врата Балдура,0,0,1,2216-08-12
Нокрон,0,0,0,2216-08-12
Кеджистан,0,1,0,2216-08-12
Фалькония,0,0,1,2216-08-13
Анор Лондо,0,0,1,2216-08-13
Врата Балдура,1,0,0,2216-08-13
Нокрон,0,0,0,2216-08-13
Кеджистан,1,0,0,2216-08-13
Фалькония,0,0,0,2216-08-14
Анор Лондо,0,0,0,2216-08-14
Врата Балдура,0,0,1,2216-08-14
Нокрон,0,0,1,2216-08-14
Кеджистан,0,0,1,2216-08-14
Фалькония,1,0,0,2216-08-15
Анор Лондо,0,0,0,2216-08-15
Врата Балдура,1,0,0,2216-08-15
Нокрон,0,0,1,2216-08-15
Кеджистан,0,0,1,2216-08-15
Фалькония,0,1,0,2216-08-16
Анор Лондо,0,0,1,2216-08-16
Врата Балдура,0,0,1,2216-08-16
Нокрон,0,0,0,2216-08-16
Кеджистан,0,0,0,2216-08-16
Фалькония,0,0,0,2216-08-17
Анор Лондо,1,0,0,2216-08-17
Врата Балдура,0,1,0,2216-08-17
Нокрон,0,0,0,2216-08-17
Кеджистан,0,1,0,2216-08-17
Фалькония,1,0,0,2216-08-18
Анор Лондо,0,0,0,2216-08-18
Врата Балдура,0,0,0,2216-08-18
Нокрон,0,0,0,2216-08-18
Кеджистан,1,0,0,2216-08-18
Фалькония,0,0,1,2216-08-19
Анор Лондо,0,1,0,2216-08-19
Врата Балдура,0,0,0,2216-08-19
Нокрон,0,1,0,2216-08-19
Кеджистан,0,0,0,2216-08-19
Фалькония,0,0,0,2216-08-20
Анор Лондо,0,0,0,2216-08-20
Врата Балдура,0,0,0,2216-08-20
Нокрон,0,0,0,2216-08-20
Кеджистан,0,0,0,2216-08-20
Фалькония,0,0,0,2216-08-21
Анор Лондо,0,0,1,2216-08-21
Врата Балдура,0,0,1,2216-08-21
Нокрон,0,0,0,2216-08-21
Кеджистан,0,0,0,2216-08-21
Фалькония,0,0,0,2216-08-22
Анор Лондо,0,0,0,2216-08-22
Врата Балдура,0,1,0,2216-08-22
Нокрон,0,0,0,2216-08-22
Кеджистан,0,0,0,2216-08-22
Фалькония,1,0,0,2216-08-23
Анор Лондо,0,0,0,2216-08-23
Врата Балдура,0,0,0,2216-08-23
Нокрон,1,0,0,2216-08-23
Кеджистан,1,0,0,2216-08-23
Фалькония,0,0,0,2216-08-24
Анор Лондо,1,0,0,2216-08-24
Врата Балдура,0,0,0,2216-08-24
Нокрон,0,0,0,2216-08-24
Кеджистан,0,1,0,2216-08-24
Фалькония,0,0,1,2216-08-25
Анор Лондо,0,0,1,2216-08-25
Врата Балдура,0,1,0,2216-08-25
Нокрон,0,0,1,2216-08-25
Кеджистан,1,0,0,2216-08-25
Фалькония,1,0,0,2216-08-26
Анор Лондо,0,0,1,2216-08-26
Врата Балдура,0,0,0,2216-08-26
Нокрон,0,0,0,2216-08-26
Кеджистан,0,1,0,2216-08-26
Фалькония,0,1,0,2216-08-27
Анор Лондо,0,1,0,2216-08-27
Врата Балдура,0,0,0,2216-08-27
Нокрон,0,0,1,2216-08-27
Кеджистан,0,0,0,2216-08-27
Фалькония,0,0,0,2216-08-28
Анор Лондо,0,0,0,2216-08-28
Врата Балдура,1,0,0,2216-08-28
Нокрон,0,0,0,2216-08-28
Кеджистан,0,0,0,2216-08-28
Фалькония,0,1,0,2216-08-29
Анор Лондо,0,0,1,2216-08-29
Врата Балдура,0,1,0,2216-08-29
